,Transaction ID,Transaction Date,Menu,Category,Menu ID,Qty,Price,Total Spent,Payment Method,Order Type
9318,SUN-3682581,08-08-2023,Iced Americano,Drinks,DRK-02,4,28000,112000,Debit Card,Online Order
9319,SUN-6533956,11-09-2023,New York Cheesecake,Dessert,DST-03,2,42000,84000,Debit Card,Take Away
9320,SUN-7095220,03-03-2023,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Cash,Take Away
9321,SUN-3779547,16-08-2023,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Digital Wallet,Online Order
9322,SUN-3279922,04-06-2023,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Digital Wallet,Online Order
9323,SUN-8963753,25-04-2023,Club Sandwich,Food,FOD-05,2,45000,90000,Digital Wallet,Online Order
9324,SUN-7501688,10-12-2023,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Digital Wallet,Take Away
9325,SUN-7135523,16-02-2023,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Debit Card,Dine in
9326,SUN-8204308,15-02-2023,Caramel Machiato,Drinks,DRK-04,4,38000,152000,Digital Wallet,Online Order
9327,SUN-6878724,16-03-2023,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Debit Card,Dine in
9328,SUN-8279841,21-01-2023,Fudgy Brownies,Dessert,DST-02,4,25000,100000,Digital Wallet,Dine in
9329,SUN-9399361,29-05-2023,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Debit Card,Online Order
9330,SUN-5416125,23-01-2023,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Digital Wallet,Online Order
9331,SUN-8073200,14-04-2023,Club Sandwich,Food,FOD-05,4,45000,180000,Digital Wallet,Dine in
9332,SUN-1176089,17-10-2023,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Debit Card,Take Away
9333,SUN-8389814,22-05-2023,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Debit Card,Take Away
9334,SUN-1513538,14-03-2023,Cafe Latte,Drinks,DRK-03,3,32000,96000,Debit Card,Take Away
9335,SUN-4236611,25-04-2023,Iced Americano,Drinks,DRK-02,3,28000,84000,Debit Card,Take Away
9336,SUN-2850663,22-02-2023,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Digital Wallet,Take Away
9337,SUN-4526953,04-12-2023,Cafe Latte,Drinks,DRK-03,1,32000,32000,Debit Card,Take Away
9338,SUN-6206466,06-09-2023,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Digital Wallet,Dine in
9339,SUN-8752241,01-07-2023,Nasi Goreng Kampung,Food,FOD-03,2,38000,76000,Debit Card,Online Order
9340,SUN-7511473,26-12-2023,Classic Tirmaisu,Dessert,DST-01,4,38000,152000,Digital Wallet,Online Order
9341,SUN-8129168,15-11-2023,New York Cheesecake,Dessert,DST-03,1,42000,42000,Debit Card,Dine in
9342,SUN-1586679,26-03-2023,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Digital Wallet,Dine in
9343,SUN-6727677,08-02-2023,Cafe Latte,Drinks,DRK-03,3,32000,96000,Digital Wallet,Online Order
9344,SUN-2184820,20-10-2023,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Digital Wallet,Online Order
9345,SUN-8462378,18-10-2023,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Digital Wallet,Online Order
9346,SUN-1082105,15-05-2023,Cafe Latte,Drinks,DRK-03,1,32000,32000,Digital Wallet,Dine in
9347,SUN-8144465,12-10-2023,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Cash,Dine in
9348,SUN-8428838,09-12-2023,Cafe Latte,Drinks,DRK-03,2,32000,64000,Digital Wallet,Online Order
9349,SUN-8927360,24-08-2023,Club Sandwich,Food,FOD-05,1,45000,45000,Digital Wallet,Dine in
9350,SUN-3017731,19-03-2023,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Digital Wallet,Take Away
9351,SUN-4219515,10-06-2023,Cafe Latte,Drinks,DRK-03,3,32000,96000,Digital Wallet,Take Away
9352,SUN-1340352,22-02-2023,Cafe Latte,Drinks,DRK-03,4,32000,128000,Cash,Take Away
9353,SUN-2266089,26-11-2023,New York Cheesecake,Dessert,DST-03,3,42000,126000,Debit Card,Take Away
9354,SUN-1840928,07-04-2023,New York Cheesecake,Dessert,DST-03,2,42000,84000,Digital Wallet,Dine in
9355,SUN-2689034,14-09-2023,Iced Americano,Drinks,DRK-02,2,28000,56000,Digital Wallet,Dine in
9356,SUN-6011401,21-10-2023,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Debit Card,Online Order
9357,SUN-1493722,17-06-2023,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Debit Card,Take Away
9358,SUN-7611400,28-06-2023,Nasi Goreng Kampung,Food,FOD-03,2,38000,76000,Debit Card,Dine in
9359,SUN-2735632,23-11-2023,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Debit Card,Dine in
9360,SUN-8523848,07-04-2023,New York Cheesecake,Dessert,DST-03,4,42000,168000,Debit Card,Take Away
9361,SUN-8826138,30-12-2023,Iced Americano,Drinks,DRK-02,3,28000,84000,Debit Card,Dine in
9362,SUN-8514719,16-09-2023,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Digital Wallet,Dine in
9363,SUN-3556709,01-09-2023,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Debit Card,Online Order
9364,SUN-1856349,14-05-2023,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Digital Wallet,Dine in
9365,SUN-8935297,04-05-2023,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Digital Wallet,Online Order
9366,SUN-7942404,17-04-2023,Fudgy Brownies,Dessert,DST-02,4,25000,100000,Debit Card,Online Order
9367,SUN-8159829,16-02-2023,Club Sandwich,Food,FOD-05,2,45000,90000,Debit Card,Dine in
9368,SUN-4725606,01-11-2023,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Cash,Take Away
9369,SUN-3558579,26-04-2023,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Debit Card,Dine in
9370,SUN-8038131,17-01-2023,Club Sandwich,Food,FOD-05,2,45000,90000,Digital Wallet,Dine in
9371,SUN-3187355,08-12-2023,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Digital Wallet,Dine in
9372,SUN-3064635,08-09-2023,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Digital Wallet,Dine in
9373,SUN-6509590,27-07-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Cash,Take Away
9374,SUN-5165259,28-07-2023,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Digital Wallet,Online Order
9375,SUN-9772685,29-04-2023,Club Sandwich,Food,FOD-05,4,45000,180000,Debit Card,Online Order
9376,SUN-3242818,18-08-2023,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Debit Card,Take Away
9377,SUN-3731967,31-10-2023,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,Debit Card,Online Order
9378,SUN-1868660,16-12-2023,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Digital Wallet,Online Order
9379,SUN-9420672,03-06-2023,Cafe Latte,Drinks,DRK-03,2,32000,64000,Debit Card,Online Order
9380,SUN-5854853,18-12-2023,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Cash,Take Away
9381,SUN-7186803,12-09-2023,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Debit Card,Online Order
9382,SUN-5409370,18-09-2023,Nasi Goreng Kampung,Food,FOD-03,2,38000,76000,Debit Card,Dine in
9383,SUN-1893607,29-12-2023,New York Cheesecake,Dessert,DST-03,3,42000,126000,Digital Wallet,Take Away
9384,SUN-2409536,14-01-2023,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Debit Card,Dine in
9385,SUN-3086750,31-08-2023,Cafe Latte,Drinks,DRK-03,1,32000,32000,Digital Wallet,Online Order
9386,SUN-2971001,07-08-2023,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Digital Wallet,Take Away
9387,SUN-1165038,24-09-2023,New York Cheesecake,Dessert,DST-03,1,42000,42000,Debit Card,Take Away
9388,SUN-7323578,04-06-2023,Iced Americano,Drinks,DRK-02,3,28000,84000,Debit Card,Take Away
9389,SUN-2516020,14-04-2023,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Digital Wallet,Online Order
9390,SUN-3533936,08-07-2023,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Debit Card,Take Away
9391,SUN-2466329,07-11-2023,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Debit Card,Dine in
9392,SUN-3790950,04-04-2023,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Digital Wallet,Online Order
9393,SUN-5249683,16-05-2023,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Cash,Dine in
9394,SUN-3627851,09-07-2023,New York Cheesecake,Dessert,DST-03,3,42000,126000,Debit Card,Take Away
9395,SUN-2895629,15-09-2023,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Digital Wallet,Online Order
9396,SUN-2939404,26-08-2023,Espreso Single,Drinks,DRK-01,2,22000,44000,Digital Wallet,Take Away
9397,SUN-9669505,23-01-2023,Club Sandwich,Food,FOD-05,2,45000,90000,Digital Wallet,Dine in
9398,SUN-1113560,19-08-2023,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Cash,Dine in
9399,SUN-6523122,06-06-2023,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Debit Card,Take Away
9400,SUN-6472341,06-08-2023,Iced Americano,Drinks,DRK-02,3,28000,84000,Digital Wallet,Take Away
9401,SUN-3486828,22-09-2023,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Cash,Dine in
9402,SUN-5640234,28-07-2023,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Debit Card,Online Order
9403,SUN-8336933,26-03-2023,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Debit Card,Dine in
9404,SUN-8075553,28-12-2023,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,Debit Card,Online Order
9405,SUN-2753563,18-07-2023,Espreso Single,Drinks,DRK-01,1,22000,22000,Debit Card,Take Away
9406,SUN-8353079,25-04-2023,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Digital Wallet,Online Order
9407,SUN-6596863,02-08-2023,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Debit Card,Online Order
9408,SUN-1438128,04-06-2023,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Cash,Dine in
9409,SUN-1044808,04-09-2023,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Digital Wallet,Online Order
9410,SUN-7830658,09-11-2023,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Debit Card,Take Away
9411,SUN-6050267,26-07-2023,New York Cheesecake,Dessert,DST-03,4,42000,168000,Cash,Dine in
9412,SUN-3231524,23-07-2023,Club Sandwich,Food,FOD-05,4,45000,180000,Digital Wallet,Take Away
9413,SUN-8586830,13-06-2023,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Debit Card,Dine in
9414,SUN-4829131,23-09-2023,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Cash,Dine in
9415,SUN-9738174,28-04-2023,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Digital Wallet,Online Order
9416,SUN-4121073,27-05-2023,New York Cheesecake,Dessert,DST-03,4,42000,168000,Digital Wallet,Dine in
9417,SUN-1012495,18-07-2023,Iced Americano,Drinks,DRK-02,3,28000,84000,Cash,Take Away
9418,SUN-1321458,28-04-2023,Creamy Maycha Latte,Drinks,DRK-05,2,35000,70000,Digital Wallet,Online Order
9419,SUN-3741531,08-02-2023,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Cash,Dine in
9420,SUN-2831961,31-12-2023,Club Sandwich,Food,FOD-05,3,45000,135000,Debit Card,Take Away
9421,SUN-1663539,10-04-2023,Choco Lava Cake,Dessert,DST-04,1,35000,35000,Digital Wallet,Take Away
9422,SUN-9849357,25-03-2023,New York Cheesecake,Dessert,DST-03,3,42000,126000,Digital Wallet,Take Away
9423,SUN-5597954,22-11-2023,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Digital Wallet,Online Order
9424,SUN-4552288,14-01-2023,New York Cheesecake,Dessert,DST-03,2,42000,84000,Digital Wallet,Take Away
9425,SUN-4979898,25-07-2023,Espreso Single,Drinks,DRK-01,4,22000,88000,Cash,Dine in
9426,SUN-2790615,28-03-2023,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Debit Card,Take Away
9427,SUN-3760844,27-06-2023,Iced Americano,Drinks,DRK-02,4,28000,112000,Debit Card,Online Order
9428,SUN-4943118,18-09-2023,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Cash,Dine in
9429,SUN-6477674,21-11-2023,Club Sandwich,Food,FOD-05,4,45000,180000,Cash,Take Away
9430,SUN-5206772,30-05-2023,Fudgy Brownies,Dessert,DST-02,4,25000,100000,Digital Wallet,Dine in
9431,SUN-8982420,22-10-2023,Club Sandwich,Food,FOD-05,4,45000,180000,Cash,Take Away
9432,SUN-8584220,05-06-2023,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Debit Card,Dine in
9433,SUN-4654796,04-04-2023,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Digital Wallet,Take Away
9434,SUN-8548433,09-09-2023,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Debit Card,Take Away
9435,SUN-8850745,07-06-2023,New York Cheesecake,Dessert,DST-03,3,42000,126000,Debit Card,Dine in
9436,SUN-8084072,22-01-2023,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Debit Card,Online Order
9437,SUN-8557544,24-04-2023,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,Debit Card,Dine in
9438,SUN-7015011,04-10-2023,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Debit Card,Dine in
9439,SUN-5102450,29-03-2023,Creamy Maycha Latte,Drinks,DRK-05,2,35000,70000,Digital Wallet,Online Order
9440,SUN-9133688,30-08-2023,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Digital Wallet,Online Order
9441,SUN-9918513,28-04-2023,Cafe Latte,Drinks,DRK-03,4,32000,128000,Digital Wallet,Dine in
9442,SUN-6870940,08-06-2023,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Debit Card,Dine in
9443,SUN-3614186,23-11-2023,Espreso Single,Drinks,DRK-01,4,22000,88000,Debit Card,Dine in
9444,SUN-9436911,19-07-2023,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Debit Card,Online Order
9445,SUN-3182632,03-11-2023,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Digital Wallet,Take Away
9446,SUN-2135270,08-05-2023,Caramel Machiato,Drinks,DRK-04,3,38000,114000,Debit Card,Take Away
9447,SUN-1872369,22-07-2023,Cafe Latte,Drinks,DRK-03,2,32000,64000,Debit Card,Take Away
9448,SUN-2202290,08-07-2023,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Debit Card,Online Order
9449,SUN-3395804,26-07-2023,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Digital Wallet,Online Order
9450,SUN-5743691,03-11-2023,Cafe Latte,Drinks,DRK-03,3,32000,96000,Cash,Take Away
9451,SUN-5577585,16-06-2023,Fudgy Brownies,Dessert,DST-02,2,25000,50000,Debit Card,Online Order
9452,SUN-7712052,04-12-2023,Iced Americano,Drinks,DRK-02,1,28000,28000,Digital Wallet,Take Away
9453,SUN-1472909,12-09-2023,Iced Americano,Drinks,DRK-02,1,28000,28000,Debit Card,Online Order
9454,SUN-4174182,24-09-2023,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Digital Wallet,Take Away
9455,SUN-6754407,20-10-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Digital Wallet,Online Order
9456,SUN-9090897,24-05-2023,Caramel Machiato,Drinks,DRK-04,4,38000,152000,Debit Card,Dine in
9457,SUN-8498453,12-06-2023,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Digital Wallet,Dine in
9458,SUN-9092021,15-11-2023,Nasi Goreng Kampung,Food,FOD-03,2,38000,76000,Digital Wallet,Take Away
9459,SUN-8205264,10-10-2023,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Cash,Dine in
9460,SUN-9834569,06-05-2023,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Debit Card,Dine in
9461,SUN-7223519,15-12-2023,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Debit Card,Online Order
9462,SUN-6910467,24-02-2023,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Cash,Dine in
9463,SUN-2578285,04-09-2023,Nasi Goreng Kampung,Food,FOD-03,2,38000,76000,Cash,Dine in
9464,SUN-7548614,16-02-2023,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Cash,Dine in
9465,SUN-4993341,04-10-2023,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Cash,Take Away
9466,SUN-1785848,19-07-2023,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Debit Card,Dine in
9467,SUN-1394147,02-02-2023,Iced Americano,Drinks,DRK-02,2,28000,56000,Cash,Take Away
9468,SUN-6853044,26-02-2023,New York Cheesecake,Dessert,DST-03,2,42000,84000,Digital Wallet,Take Away
9469,SUN-3263894,02-04-2023,Iced Americano,Drinks,DRK-02,1,28000,28000,Cash,Dine in
9470,SUN-2162553,22-01-2023,Club Sandwich,Food,FOD-05,1,45000,45000,Debit Card,Take Away
9471,SUN-7940046,29-04-2023,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Debit Card,Online Order
9472,SUN-7243671,19-10-2023,New York Cheesecake,Dessert,DST-03,4,42000,168000,Digital Wallet,Online Order
9473,SUN-7512510,18-05-2023,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,Debit Card,Take Away
9474,SUN-2138607,02-07-2023,Espreso Single,Drinks,DRK-01,1,22000,22000,Cash,Dine in
9475,SUN-3830661,04-10-2023,Espreso Single,Drinks,DRK-01,4,22000,88000,Debit Card,Take Away
9476,SUN-5817848,19-06-2023,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Digital Wallet,Take Away
9477,SUN-9040371,05-03-2023,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Debit Card,Dine in
9478,SUN-5884163,13-04-2023,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Cash,Take Away
9479,SUN-8273353,31-03-2023,Espreso Single,Drinks,DRK-01,1,22000,22000,Cash,Online Order
9480,SUN-6336291,12-06-2023,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Cash,Online Order
9481,SUN-3024863,23-06-2023,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Digital Wallet,Dine in
9482,SUN-3455425,17-12-2023,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Digital Wallet,Dine in
9483,SUN-9396160,01-11-2023,Fudgy Brownies,Dessert,DST-02,2,25000,50000,Debit Card,Dine in
9484,SUN-5712914,12-08-2023,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Debit Card,Online Order
9485,SUN-1567945,16-06-2023,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Debit Card,Online Order
9486,SUN-8210918,03-09-2023,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Digital Wallet,Dine in
9487,SUN-5269315,13-10-2023,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Cash,Dine in
9488,SUN-8040847,08-10-2023,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Debit Card,Online Order
9489,SUN-7881920,03-05-2023,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Debit Card,Online Order
9490,SUN-1925606,21-05-2023,Caramel Machiato,Drinks,DRK-04,4,38000,152000,Digital Wallet,Take Away
9491,SUN-8460878,28-05-2023,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Debit Card,Take Away
9492,SUN-6978825,26-10-2023,Club Sandwich,Food,FOD-05,2,45000,90000,Debit Card,Dine in
9493,SUN-4161386,25-06-2023,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Digital Wallet,Dine in
9494,SUN-8029724,18-01-2023,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Cash,Take Away
9495,SUN-4811187,02-03-2023,Club Sandwich,Food,FOD-05,4,45000,180000,Digital Wallet,Take Away
9496,SUN-1579563,11-04-2023,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Digital Wallet,Online Order
9497,SUN-6811870,03-05-2023,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Cash,Dine in
9498,SUN-1226282,06-05-2023,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Debit Card,Dine in
9499,SUN-5253507,03-05-2023,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Debit Card,Dine in
9500,SUN-5486313,09-09-2023,Fudgy Brownies,Dessert,DST-02,4,25000,100000,Debit Card,Online Order
9501,SUN-2667782,31-07-2023,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Debit Card,Dine in
9502,SUN-6342400,06-05-2023,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Debit Card,Online Order
9503,SUN-2997963,20-02-2023,Classic Tirmaisu,Dessert,DST-01,4,38000,152000,Cash,Online Order
9504,SUN-9312187,15-08-2023,New York Cheesecake,Dessert,DST-03,3,42000,126000,Digital Wallet,Take Away
9505,SUN-8005172,06-10-2023,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Debit Card,Dine in
9506,SUN-9824529,03-03-2023,Nasi Goreng Kampung,Food,FOD-03,2,38000,76000,Digital Wallet,Dine in
9507,SUN-8349774,02-10-2023,New York Cheesecake,Dessert,DST-03,4,42000,168000,Digital Wallet,Dine in
9508,SUN-6775230,04-09-2023,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,Cash,Take Away
9509,SUN-3426586,07-09-2023,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Cash,Dine in
9510,SUN-8954888,31-03-2023,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Cash,Take Away
9511,SUN-9809426,22-04-2023,Cafe Latte,Drinks,DRK-03,4,32000,128000,Digital Wallet,Take Away
9512,SUN-1430020,04-05-2023,Espreso Single,Drinks,DRK-01,4,22000,88000,Debit Card,Dine in
9513,SUN-1912969,09-11-2023,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,Debit Card,Online Order
9514,SUN-4060858,08-11-2023,Espreso Single,Drinks,DRK-01,4,22000,88000,Digital Wallet,Dine in
9515,SUN-8517752,05-05-2023,Fudgy Brownies,Dessert,DST-02,2,25000,50000,Digital Wallet,Online Order
9516,SUN-6023276,12-04-2023,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Debit Card,Dine in
9517,SUN-6953671,03-05-2023,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Digital Wallet,Online Order
9518,SUN-3945411,05-02-2023,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Debit Card,Dine in
9519,SUN-5249551,05-03-2023,Espreso Single,Drinks,DRK-01,3,22000,66000,Digital Wallet,Dine in
9520,SUN-7714434,16-04-2023,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,Cash,Dine in
9521,SUN-5319260,17-01-2023,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Cash,Dine in
9522,SUN-9632699,18-01-2023,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Digital Wallet,Take Away
9523,SUN-8804428,25-08-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Debit Card,Dine in
9524,SUN-8080400,03-10-2023,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Debit Card,Dine in
9525,SUN-2039337,22-06-2023,Iced Americano,Drinks,DRK-02,1,28000,28000,Digital Wallet,Online Order
9526,SUN-4479918,17-07-2023,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Digital Wallet,Take Away
9527,SUN-3698020,26-03-2023,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Digital Wallet,Dine in
9528,SUN-8437044,28-08-2023,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Debit Card,Dine in
9529,SUN-6265914,16-05-2023,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Debit Card,Take Away
9530,SUN-1635196,04-06-2023,New York Cheesecake,Dessert,DST-03,2,42000,84000,Cash,Take Away
9531,SUN-6397515,11-06-2023,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Digital Wallet,Dine in
9532,SUN-6502361,08-09-2023,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Debit Card,Dine in
9533,SUN-8398581,05-04-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Debit Card,Online Order
9534,SUN-6717838,03-03-2023,Club Sandwich,Food,FOD-05,2,45000,90000,Digital Wallet,Take Away
9535,SUN-5599475,02-04-2023,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Cash,Dine in
9536,SUN-6325373,30-08-2023,Fudgy Brownies,Dessert,DST-02,2,25000,50000,Debit Card,Online Order
9537,SUN-9064256,30-01-2023,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Debit Card,Online Order
9538,SUN-9970745,23-12-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Cash,Take Away
9539,SUN-9107670,11-03-2023,Espreso Single,Drinks,DRK-01,4,22000,88000,Debit Card,Online Order
9540,SUN-3487675,06-05-2023,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Cash,Dine in
9541,SUN-1420812,04-01-2023,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Debit Card,Take Away
9542,SUN-3153419,15-05-2023,New York Cheesecake,Dessert,DST-03,4,42000,168000,Digital Wallet,Dine in
9543,SUN-9934789,15-05-2023,New York Cheesecake,Dessert,DST-03,4,42000,168000,Debit Card,Take Away
9544,SUN-2099684,25-05-2023,Club Sandwich,Food,FOD-05,2,45000,90000,Debit Card,Online Order
9545,SUN-1360223,02-03-2023,New York Cheesecake,Dessert,DST-03,3,42000,126000,Digital Wallet,Take Away
9546,SUN-4932080,11-09-2023,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Digital Wallet,Online Order
9547,SUN-7192085,03-07-2023,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Debit Card,Dine in
9548,SUN-7673803,04-07-2023,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Debit Card,Take Away
9549,SUN-8758197,10-12-2023,Fudgy Brownies,Dessert,DST-02,4,25000,100000,Digital Wallet,Online Order
9550,SUN-4568868,22-03-2023,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Digital Wallet,Take Away
9551,SUN-9047072,24-06-2023,New York Cheesecake,Dessert,DST-03,3,42000,126000,Debit Card,Take Away
9552,SUN-3608851,14-02-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Cash,Dine in
9553,SUN-1069054,28-05-2023,Espreso Single,Drinks,DRK-01,1,22000,22000,Debit Card,Take Away
9554,SUN-6649079,13-11-2023,Iced Americano,Drinks,DRK-02,3,28000,84000,Debit Card,Online Order
9555,SUN-6748293,28-11-2023,Iced Americano,Drinks,DRK-02,3,28000,84000,Debit Card,Dine in
9556,SUN-3341097,19-03-2023,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Debit Card,Take Away
9557,SUN-6245663,25-07-2023,Caramel Machiato,Drinks,DRK-04,3,38000,114000,Debit Card,Take Away
9558,SUN-8295518,08-10-2023,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,Debit Card,Take Away
